BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
9 : 0 : 0
29 : 479390 : 0
93 : 479390 : 29
53 : 1190043 : 29
143 : 1190043 : 53
119 : 2230303 : 53
193 : 2230303 : 119
169 : 2325175 : 119
243 : 2325175 : 169
231 : 2394231 : 169
293 : 2394231 : 231
252 : 2790812 : 231
343 : 2790812 : 252
317 : 4256778 : 252
393 : 4256778 : 317
391 : 4408801 : 317
410 : 4408801 : 391
419 : 5353553 : 391
459 : 5353553 : 419
466 : 5462757 : 419
512 : 5462757 : 466
508 : 6665276 : 466
554 : 6665276 : 508
595 : 8226095 : 508
642 : 8226095 : 595
606 : 8343321 : 595
693 : 8343321 : 606
654 : 8501868 : 606
742 : 8501868 : 654
706 : 8539390 : 654
793 : 8539390 : 706
769 : 8753065 : 706
842 : 8753065 : 769
819 : 8996902 : 769
893 : 8996902 : 819
859 : 10055234 : 819
943 : 10055234 : 859
916 : 10145212 : 859
993 : 10145212 : 916
984 : 14891124 : 916
1019 : 14891124 : 984
1017 : 17059123 : 984
1087 : 17059123 : 1017
1081 : 18922519 : 1017
1094 : 20595362 : 1017
1143 : 20595362 : 1094
1134 : 21048612 : 1094
1173 : 21048612 : 1134
1201 : 22024131 : 1134
1243 : 22024131 : 1201
1218 : 22885081 : 1201
1293 : 22885081 : 1218
1267 : 24398664 : 1218
1343 : 24398664 : 1267
1345 : 26936850 : 1267
1359 : 26936850 : 1345
1381 : 27308837 : 1345
1437 : 27308837 : 1381
1452 : 27342780 : 1437
1503 : 28688179 : 1452
1488 : 30263418 : 1437
1546 : 31045553 : 1488
1559 : 31045553 : 1546
1562 : 35590968 : 1546
1557 : 35664310 : 1546
1583 : 38484489 : 1546
1647 : 38484489 : 1583
1607 : 44659827 : 1562
1661 : 44987496 : 1607
1618 : 45058086 : 1583
1693 : 45058086 : 1618
1662 : 45412533 : 1661
1697 : 45908439 : 1618
1703 : 46740355 : 1662
1717 : 55542778 : 1693
1673 : 56023229 : 1618
1743 : 58923854 : 1673
1773 : 58923854 : 1743
1775 : 63025697 : 1743
1707 : 64253853 : 1703
1807 : 65870204 : 1775
1776 : 65936124 : 1743
1808 : 66132575 : 1707
1794 : 67443707 : 1743
1848 : 67443707 : 1794
1833 : 73836688 : 1794
1895 : 73836688 : 1833
1814 : 75968110 : 1808
1882 : 76976128 : 1833
1923 : 76976128 : 1882
1954 : 77521422 : 1923
1940 : 78041456 : 1882
1996 : 79841811 : 1940
1999 : 82273517 : 1940
2015 : 82273517 : 1999
2018 : 84394172 : 1999
2060 : 84394172 : 2018
2056 : 87086786 : 2018
2105 : 89239196 : 2056
2107 : 92777882 : 2105
2114 : 101015651 : 2107
2064 : 101399559 : 2018
2122 : 102166523 : 2114
2059 : 102599802 : 2018
2127 : 102599802 : 2059
2128 : 106823255 : 2059
2123 : 109710855 : 2064
2174 : 116493040 : 2123
2188 : 118193576 : 2127
2124 : 127698743 : 2122
2198 : 130039917 : 2124
2131 : 132832811 : 2059
2235 : 135585336 : 2131
2269 : 135585336 : 2235
2279 : 140752510 : 2269
2199 : 142661645 : 2198
2259 : 146261029 : 2235
2313 : 146847532 : 2259
2309 : 148175190 : 2259
2320 : 148207871 : 2313
