BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
8 : 0 : 0
29 : 479543 : 0
95 : 479543 : 29
53 : 1190234 : 29
145 : 1190234 : 53
119 : 2230484 : 53
195 : 2230484 : 119
169 : 2325337 : 119
245 : 2325337 : 169
231 : 2394339 : 169
295 : 2394339 : 231
252 : 2790953 : 231
345 : 2790953 : 252
317 : 4256950 : 252
395 : 4256950 : 317
391 : 4408934 : 317
412 : 4408934 : 391
419 : 5353471 : 391
458 : 5353471 : 419
466 : 5462979 : 419
516 : 5462979 : 466
508 : 6665490 : 466
558 : 6665490 : 508
595 : 8226298 : 508
645 : 8226298 : 595
606 : 8343436 : 595
695 : 8343436 : 606
654 : 8502096 : 606
745 : 8502096 : 654
706 : 8539522 : 654
795 : 8539522 : 706
769 : 8753295 : 706
845 : 8753295 : 769
819 : 8997089 : 769
895 : 8997089 : 819
859 : 10055413 : 819
945 : 10055413 : 859
916 : 10145405 : 859
995 : 10145405 : 916
984 : 14891367 : 916
1023 : 14891367 : 984
1017 : 17059293 : 984
1092 : 17059293 : 1017
1094 : 20595523 : 1017
1145 : 20595523 : 1094
1134 : 21048782 : 1094
1178 : 21048782 : 1134
1201 : 22024306 : 1134
1245 : 22024306 : 1201
1218 : 22885251 : 1201
1295 : 22885251 : 1218
1267 : 24398846 : 1218
1345 : 24398846 : 1267
1357 : 26936786 : 1345
1381 : 27309009 : 1345
1439 : 27309009 : 1381
1437 : 27343080 : 1381
1455 : 27343080 : 1437
1452 : 28689085 : 1437
1488 : 30263547 : 1437
1545 : 30263547 : 1488
1546 : 31045485 : 1488
1557 : 31045485 : 1546
1608 : 35664138 : 1557
1583 : 38484677 : 1546
1618 : 45058309 : 1583
1696 : 45058309 : 1618
1697 : 45908335 : 1618
1693 : 55544432 : 1618
1673 : 56023365 : 1618
1750 : 56023365 : 1673
1743 : 58924008 : 1673
1775 : 58924008 : 1743
1807 : 63024422 : 1775
1811 : 65869549 : 1807
1776 : 65936005 : 1743
1794 : 67443879 : 1743
1833 : 73836856 : 1794
1882 : 76976306 : 1833
1926 : 76976306 : 1882
1923 : 77522515 : 1882
1940 : 78041597 : 1882
1995 : 78041597 : 1940
1996 : 79841687 : 1940
1999 : 82273451 : 1940
2012 : 82273451 : 1999
2018 : 84394345 : 1999
2064 : 84394345 : 2018
2123 : 101398552 : 2064
2059 : 102599735 : 2018
2128 : 106823197 : 2059
2174 : 109709652 : 2123
2184 : 116492345 : 2174
2127 : 118195491 : 2059
2131 : 132832720 : 2059
2235 : 135585495 : 2131
2269 : 140754413 : 2235
2259 : 146261231 : 2235
2309 : 146261231 : 2259
2313 : 146847403 : 2259
2322 : 148173514 : 2309
2320 : 148207750 : 2313
