BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
34 : 0 : 0
29 : 477815 : 0
55 : 477815 : 29
53 : 1188333 : 29
104 : 1188333 : 53
119 : 2228384 : 53
169 : 2228384 : 119
202 : 2323266 : 169
231 : 2392222 : 169
271 : 2392222 : 231
252 : 2788862 : 231
321 : 2788862 : 252
317 : 4254872 : 252
363 : 4254872 : 317
391 : 4410582 : 317
431 : 4410582 : 391
419 : 5356518 : 391
481 : 5356518 : 419
466 : 5463986 : 419
531 : 5463986 : 466
508 : 6667515 : 466
581 : 6667515 : 508
595 : 8224263 : 508
621 : 8224263 : 595
606 : 8341478 : 595
671 : 8341478 : 606
654 : 8500044 : 606
721 : 8500044 : 654
706 : 8537500 : 654
770 : 8537500 : 706
769 : 8751225 : 706
804 : 8751225 : 769
819 : 8995052 : 769
866 : 8995052 : 819
859 : 10053422 : 819
921 : 10053422 : 859
916 : 10143360 : 859
971 : 10143360 : 916
970 : 11556502 : 916
984 : 14891629 : 916
1028 : 14891629 : 984
1002 : 15601097 : 970
1017 : 17058113 : 984
1061 : 17058113 : 1017
1094 : 20593410 : 1017
1122 : 20593410 : 1094
1134 : 21048571 : 1094
1171 : 21048571 : 1134
1201 : 22022254 : 1134
1222 : 22022254 : 1201
1218 : 22883244 : 1201
1265 : 22883244 : 1218
1267 : 24397210 : 1218
1306 : 24397210 : 1267
1345 : 26939733 : 1267
1385 : 26939733 : 1345
1384 : 27073025 : 1345
1381 : 27307964 : 1345
1414 : 27307964 : 1381
1437 : 27345798 : 1381
1481 : 27345798 : 1437
1488 : 30261533 : 1437
1516 : 30261533 : 1488
1546 : 31048435 : 1488
1581 : 31048435 : 1546
1583 : 38482618 : 1546
1614 : 38482618 : 1583
1618 : 45056224 : 1583
1672 : 45056224 : 1618
1712 : 52486746 : 1672
1673 : 56021332 : 1618
1756 : 56091619 : 1712
1743 : 58925076 : 1673
1794 : 67441887 : 1743
1826 : 67441887 : 1794
1833 : 73835123 : 1794
1864 : 73835123 : 1833
1863 : 74154159 : 1833
1865 : 75964039 : 1833
1882 : 76976922 : 1833
1936 : 76976922 : 1882
1940 : 78039577 : 1882
1967 : 78039577 : 1940
2004 : 80114915 : 1967
2006 : 82208005 : 2004
1999 : 82276436 : 1940
2018 : 84395952 : 1999
2111 : 91704406 : 2006
2083 : 95435756 : 2018
2120 : 99401824 : 2111
2059 : 102602427 : 2018
2159 : 103366570 : 2120
2116 : 106567210 : 2083
2165 : 107420884 : 2116
2170 : 108017794 : 2159
2177 : 112047697 : 2170
2169 : 112593158 : 2165
2178 : 120596670 : 2169
2192 : 130198597 : 2178
2146 : 131787200 : 2059
2131 : 132835712 : 2059
2235 : 135583532 : 2131
2253 : 141750073 : 2235
2259 : 146260203 : 2235
