BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
30 : 0 : 0
29 : 477640 : 0
53 : 477640 : 29
102 : 1188169 : 53
119 : 2228428 : 53
172 : 2228428 : 119
169 : 2323331 : 119
204 : 2323331 : 169
231 : 2392241 : 169
272 : 2392241 : 231
252 : 2788909 : 231
322 : 2788909 : 252
317 : 4254895 : 252
364 : 4254895 : 317
391 : 4410373 : 317
430 : 4410373 : 391
419 : 5356349 : 391
480 : 5356349 : 419
466 : 5463815 : 419
530 : 5463815 : 466
508 : 6667364 : 466
580 : 6667364 : 508
595 : 8224289 : 508
622 : 8224289 : 595
606 : 8341490 : 595
672 : 8341490 : 606
654 : 8500080 : 606
722 : 8500080 : 654
706 : 8537560 : 654
772 : 8537560 : 706
769 : 8751271 : 706
805 : 8751271 : 769
819 : 8995090 : 769
869 : 8995090 : 819
859 : 10053453 : 819
922 : 10053453 : 859
916 : 10143392 : 859
972 : 10143392 : 916
970 : 11556511 : 916
984 : 14891447 : 916
1026 : 14891447 : 984
1002 : 15601063 : 970
1017 : 17057975 : 984
1060 : 17057975 : 1017
1094 : 20593458 : 1017
1123 : 20593458 : 1094
1134 : 21048420 : 1094
1170 : 21048420 : 1134
1201 : 22022292 : 1134
1223 : 22022292 : 1201
1218 : 22883259 : 1201
1266 : 22883259 : 1218
1267 : 24397071 : 1218
1304 : 24397071 : 1267
1303 : 25614946 : 1267
1345 : 26939562 : 1267
1384 : 26939562 : 1345
1403 : 27071269 : 1384
1381 : 27307826 : 1345
1437 : 27345640 : 1381
1480 : 27345640 : 1437
1488 : 30261563 : 1437
1517 : 30261563 : 1488
1546 : 31048293 : 1488
1580 : 31048293 : 1546
1579 : 31838934 : 1546
1602 : 37336687 : 1579
1583 : 38482633 : 1546
1615 : 38482633 : 1583
1625 : 40577576 : 1583
1618 : 45056247 : 1583
1674 : 45056247 : 1618
1612 : 46165255 : 1602
1672 : 52488419 : 1618
1673 : 56021373 : 1618
1733 : 56021373 : 1673
1712 : 56092890 : 1672
1743 : 58924887 : 1673
1787 : 58924887 : 1743
1786 : 59965904 : 1743
1794 : 67441917 : 1743
1827 : 67441917 : 1794
1806 : 69576922 : 1786
1833 : 73834980 : 1794
1863 : 73834980 : 1833
1904 : 74152400 : 1863
1865 : 75964059 : 1833
1882 : 76976742 : 1833
1940 : 78039575 : 1882
1966 : 78039575 : 1940
1967 : 80116562 : 1940
2004 : 82208814 : 1967
1999 : 82276268 : 1940
2034 : 82276268 : 1999
2018 : 84395796 : 1999
2082 : 84395796 : 2018
2081 : 86711244 : 2018
2006 : 91704761 : 2004
2083 : 95435793 : 2018
2111 : 99402659 : 2006
2059 : 102602275 : 2018
2146 : 102602275 : 2059
2120 : 103367241 : 2111
2116 : 106567162 : 2083
2165 : 107420934 : 2116
2159 : 108018198 : 2120
2170 : 112048158 : 2159
2169 : 112593181 : 2165
2178 : 120596700 : 2169
2192 : 130198631 : 2178
2205 : 131785445 : 2146
2131 : 132835558 : 2059
2235 : 135583542 : 2131
2253 : 135583542 : 2235
2280 : 141748328 : 2253
2259 : 146260063 : 2235
2291 : 148584150 : 2259
