BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
31 : 0 : 0
29 : 477847 : 0
56 : 477847 : 29
53 : 1188379 : 29
105 : 1188379 : 53
119 : 2228357 : 53
168 : 2228357 : 119
169 : 2323308 : 119
203 : 2323308 : 169
231 : 2392173 : 169
269 : 2392173 : 231
252 : 2788823 : 231
319 : 2788823 : 252
317 : 4254835 : 252
362 : 4254835 : 317
391 : 4410635 : 317
432 : 4410635 : 391
419 : 5356550 : 391
482 : 5356550 : 419
466 : 5464018 : 419
532 : 5464018 : 466
508 : 6667556 : 466
582 : 6667556 : 508
595 : 8224233 : 508
619 : 8224233 : 595
606 : 8341428 : 595
669 : 8341428 : 606
654 : 8499984 : 606
719 : 8499984 : 654
706 : 8537475 : 654
769 : 8537475 : 706
802 : 8751194 : 769
819 : 8995021 : 769
864 : 8995021 : 819
859 : 10053380 : 819
918 : 10053380 : 859
916 : 10143330 : 859
970 : 10143330 : 916
1002 : 11556018 : 970
984 : 14891686 : 916
1052 : 15600907 : 1002
1017 : 17058141 : 984
1094 : 20593381 : 1017
1120 : 20593381 : 1094
1134 : 21048625 : 1094
1174 : 21048625 : 1134
1201 : 22022227 : 1134
1220 : 22022227 : 1201
1218 : 22883209 : 1201
1263 : 22883209 : 1218
1267 : 24397237 : 1218
1307 : 24397237 : 1267
1345 : 26939763 : 1267
1386 : 26939763 : 1345
1384 : 27073157 : 1345
1381 : 27308011 : 1345
1417 : 27308011 : 1381
1437 : 27345838 : 1381
1482 : 27345838 : 1437
1488 : 30261500 : 1437
1514 : 30261500 : 1488
1546 : 31048470 : 1488
1582 : 31048470 : 1546
1583 : 38482662 : 1546
1616 : 38482662 : 1583
1618 : 45056181 : 1583
1671 : 45056181 : 1618
1672 : 52488384 : 1618
1673 : 56021299 : 1618
1730 : 56021299 : 1673
1712 : 56092877 : 1672
1743 : 58925125 : 1673
1788 : 58925125 : 1743
1794 : 67441849 : 1743
1825 : 67441849 : 1794
1833 : 73835163 : 1794
1865 : 73835163 : 1833
1863 : 74154363 : 1833
1905 : 75962393 : 1865
1882 : 76976959 : 1833
1940 : 78039499 : 1882
1965 : 78039499 : 1940
1955 : 79654471 : 1940
1967 : 80116577 : 1940
2002 : 81012000 : 1955
2004 : 82208824 : 1967
1999 : 82276473 : 1940
2035 : 82276473 : 1999
2018 : 84395986 : 1999
2083 : 84395986 : 2018
2006 : 91704717 : 2004
2005 : 93515608 : 2002
2116 : 95434071 : 2083
2115 : 95563759 : 2005
2111 : 99402675 : 2006
2059 : 102602456 : 2018
2120 : 103367246 : 2111
2117 : 104519125 : 2115
2165 : 106565484 : 2116
2169 : 107419253 : 2165
2159 : 108018190 : 2120
2170 : 112048171 : 2159
2178 : 112591520 : 2169
2162 : 115193616 : 2117
2192 : 120596120 : 2178
2181 : 122056617 : 2162
2200 : 130197851 : 2192
2146 : 131787317 : 2059
2131 : 132835746 : 2059
2195 : 135200937 : 2181
2235 : 135583485 : 2131
2253 : 141750194 : 2235
2259 : 146260247 : 2235
