BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
46 : 0 : 0
29 : 478931 : 0
84 : 478931 : 29
53 : 1189414 : 29
130 : 1189414 : 53
119 : 2228128 : 53
161 : 2228128 : 119
169 : 2324404 : 119
230 : 2324404 : 169
231 : 2391077 : 169
256 : 2391077 : 231
252 : 2787689 : 231
306 : 2787689 : 252
317 : 4255115 : 252
369 : 4255115 : 317
391 : 4411683 : 317
446 : 4411683 : 391
419 : 5357600 : 391
496 : 5357600 : 419
466 : 5465049 : 419
546 : 5465049 : 466
508 : 6668644 : 466
596 : 6668644 : 508
595 : 8223258 : 508
603 : 8223258 : 595
606 : 8340804 : 595
657 : 8340804 : 606
654 : 8499093 : 606
703 : 8499093 : 654
706 : 8537086 : 654
761 : 8537086 : 706
769 : 8752284 : 706
830 : 8752284 : 769
819 : 8995010 : 769
863 : 8995010 : 819
859 : 10053114 : 819
911 : 10053114 : 859
916 : 10142303 : 859
955 : 10142303 : 916
952 : 13538384 : 916
984 : 14892731 : 916
1047 : 14892731 : 984
1017 : 17059212 : 984
1089 : 17059212 : 1017
1094 : 20592355 : 1017
1106 : 20592355 : 1094
1134 : 21049744 : 1094
1196 : 21049744 : 1134
1201 : 22021107 : 1134
1207 : 22021107 : 1201
1205 : 22709896 : 1201
1218 : 22883540 : 1201
1270 : 22883540 : 1218
1272 : 23898064 : 1218
1267 : 24398277 : 1218
1335 : 24398277 : 1267
1332 : 24921741 : 1267
1352 : 25594439 : 1332
1341 : 26364407 : 1267
1345 : 26940827 : 1267
1398 : 26940827 : 1345
1381 : 27309037 : 1345
1440 : 27309037 : 1381
1437 : 27346862 : 1381
1496 : 27346862 : 1437
1488 : 30261788 : 1437
1521 : 30261788 : 1488
1546 : 31049490 : 1488
1596 : 31049490 : 1546
1599 : 34727365 : 1546
1595 : 36511568 : 1546
1610 : 37100493 : 1595
1583 : 38483548 : 1546
1634 : 38483548 : 1583
1618 : 45056535 : 1583
1676 : 45056535 : 1618
1680 : 47844324 : 1618
1677 : 50594974 : 1618
1711 : 54496914 : 1677
1673 : 56021036 : 1618
1725 : 56021036 : 1673
1709 : 56153122 : 1680
1757 : 57163768 : 1709
1743 : 58926136 : 1673
1801 : 58926136 : 1743
1800 : 65656052 : 1743
1716 : 65818475 : 1711
1794 : 67442177 : 1743
1829 : 67442177 : 1794
1759 : 70437370 : 1757
1810 : 72903333 : 1716
1833 : 73836236 : 1794
1889 : 73836236 : 1833
1882 : 76977975 : 1833
1948 : 76977975 : 1882
1940 : 78039811 : 1882
1971 : 78039811 : 1940
1999 : 82277557 : 1940
2048 : 82277557 : 1999
2018 : 84397072 : 1999
2096 : 84397072 : 2018
2101 : 85647741 : 2018
2097 : 86393301 : 2018
2099 : 89109612 : 2018
2059 : 102603564 : 2018
2156 : 102603564 : 2059
2106 : 103575474 : 2099
2102 : 103894503 : 2101
2103 : 108798213 : 2097
2161 : 113773284 : 2102
2155 : 130231339 : 2059
2201 : 130282202 : 2155
2202 : 131026872 : 2201
2180 : 131342005 : 2161
2203 : 132632247 : 2202
2131 : 132836773 : 2059
2234 : 132836773 : 2131
2172 : 134084401 : 2103
2204 : 134733352 : 2180
2235 : 135582331 : 2131
2245 : 135582331 : 2235
2242 : 139011001 : 2235
2259 : 146261285 : 2235
2310 : 146261285 : 2259
