BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
12 : 0 : 0
29 : 479048 : 0
88 : 479048 : 29
53 : 1189690 : 29
139 : 1189690 : 53
119 : 2229959 : 53
191 : 2229959 : 119
169 : 2324841 : 119
241 : 2324841 : 169
231 : 2393828 : 169
290 : 2393828 : 231
252 : 2790430 : 231
340 : 2790430 : 252
317 : 4256417 : 252
390 : 4256417 : 317
391 : 4408438 : 317
404 : 4408438 : 391
419 : 5353882 : 391
462 : 5353882 : 419
466 : 5462427 : 419
508 : 5462427 : 466
552 : 6664926 : 508
595 : 8225769 : 508
640 : 8225769 : 595
606 : 8342932 : 595
690 : 8342932 : 606
654 : 8501543 : 606
740 : 8501543 : 654
706 : 8539016 : 654
790 : 8539016 : 706
769 : 8752737 : 706
840 : 8752737 : 769
819 : 8996578 : 769
890 : 8996578 : 819
859 : 10054907 : 819
940 : 10054907 : 859
916 : 10144871 : 859
990 : 10144871 : 916
984 : 14890790 : 916
1013 : 14890790 : 984
1017 : 17058773 : 984
1081 : 17058773 : 1017
1102 : 18921832 : 1081
1094 : 20595005 : 1017
1134 : 21048281 : 1094
1166 : 21048281 : 1134
1167 : 21339227 : 1134
1201 : 22023800 : 1134
1241 : 22023800 : 1201
1218 : 22884755 : 1201
1290 : 22884755 : 1218
1267 : 24398341 : 1218
1337 : 24398341 : 1267
1345 : 26937106 : 1267
1362 : 26937106 : 1345
1381 : 27308510 : 1345
1428 : 27308510 : 1381
1437 : 27343184 : 1381
1456 : 27343184 : 1437
1452 : 28689236 : 1437
1488 : 30263048 : 1437
1541 : 30263048 : 1488
1546 : 31045811 : 1488
1562 : 31045811 : 1546
1607 : 35590205 : 1562
1583 : 38484162 : 1546
1645 : 40084484 : 1583
1661 : 44659266 : 1607
1662 : 44986652 : 1661
1618 : 45057759 : 1583
1703 : 45412174 : 1662
1707 : 46739975 : 1703
1693 : 55544546 : 1618
1673 : 56022862 : 1618
1743 : 58923471 : 1673
1808 : 64253466 : 1707
1768 : 65915653 : 1743
1814 : 66131308 : 1808
1794 : 67443368 : 1743
1833 : 73836361 : 1794
1906 : 75967682 : 1814
1882 : 76975803 : 1833
1923 : 77522654 : 1882
1940 : 78041083 : 1882
1999 : 82273787 : 1940
2016 : 82273787 : 1999
2018 : 84393837 : 1999
2056 : 84393837 : 2018
2105 : 87085705 : 2056
2107 : 89238537 : 2105
2054 : 92742644 : 2018
2114 : 92777441 : 2107
2122 : 101015145 : 2114
2124 : 102165762 : 2122
2059 : 102599779 : 2018
2127 : 118195612 : 2059
2112 : 119038046 : 2054
2198 : 127698314 : 2124
2199 : 130037977 : 2198
2189 : 132005105 : 2112
2131 : 132833060 : 2059
2235 : 135584993 : 2131
2269 : 140754560 : 2235
2283 : 142660715 : 2199
2259 : 146260706 : 2235
