BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
21 : 922103 : 0
93 : 1106907 : 21
121 : 2082202 : 93
155 : 2229004 : 121
247 : 3259549 : 155
280 : 3354985 : 247
305 : 4632705 : 280
366 : 4921216 : 305
410 : 5302945 : 366
488 : 5540605 : 410
548 : 5781067 : 488
534 : 5781273 : 488
589 : 7942940 : 534
622 : 8368622 : 589
656 : 9047836 : 622
719 : 9432382 : 656
787 : 9550882 : 719
816 : 9755003 : 787
891 : 10505377 : 816
904 : 11224480 : 891
984 : 13745914 : 904
1030 : 14879281 : 984
1065 : 15011709 : 1030
1151 : 15534380 : 1065
1175 : 16255147 : 1151
1216 : 17016021 : 1175
1258 : 17297788 : 1216
1330 : 18714020 : 1258
1379 : 19139092 : 1330
1414 : 20780863 : 1379
1475 : 22478738 : 1414
1523 : 22589000 : 1475
1573 : 23062293 : 1523
1651 : 23081087 : 1573
1656 : 23159831 : 1651
1710 : 23702605 : 1656
1762 : 24222207 : 1710
1810 : 24412631 : 1762
1888 : 24468813 : 1810
1905 : 24560412 : 1888
1978 : 25095798 : 1905
2021 : 26243021 : 1978
2074 : 26438725 : 2021
2136 : 26755296 : 2074
2198 : 27538090 : 2136
2222 : 27782428 : 2198
2252 : 29231473 : 2222
2330 : 29395108 : 2252
2362 : 29455494 : 2330
2440 : 29662834 : 2362
2486 : 30104927 : 2440
2544 : 31168794 : 2486
2592 : 31411305 : 2544
2632 : 31475596 : 2592
2664 : 32713227 : 2632
2724 : 33287555 : 2664
2795 : 33633184 : 2724
2838 : 34869797 : 2795
2894 : 35185816 : 2838
2938 : 36328042 : 2894
3001 : 37335238 : 2938
3048 : 37809882 : 3001
3074 : 38439311 : 3048
3141 : 38513648 : 3074
3156 : 38660058 : 3141
3230 : 38864326 : 3156
3268 : 39727047 : 3230
3322 : 40120881 : 3268
3352 : 40477285 : 3322
3417 : 40694468 : 3352
3497 : 41850042 : 3417
3511 : 41945329 : 3497
3563 : 43732882 : 3511
3641 : 44320311 : 3563
3687 : 45027106 : 3641
3730 : 45065131 : 3687
3786 : 45669040 : 3730
3846 : 45819525 : 3786
3886 : 46454771 : 3846
3945 : 46472800 : 3886
3963 : 46628864 : 3945
4028 : 46741477 : 3963
4055 : 46846373 : 4028
4141 : 47831417 : 4055
4197 : 48216578 : 4141
4231 : 48671918 : 4197
4266 : 49444159 : 4231
4316 : 49731947 : 4266
4355 : 49944743 : 4316
4411 : 50671784 : 4355
4500 : 50814361 : 4411
4531 : 52492981 : 4500
4580 : 53969606 : 4531
4605 : 54961702 : 4580
4669 : 55249938 : 4605
4726 : 55595329 : 4669
4797 : 55910891 : 4726
4813 : 56276021 : 4797
4875 : 56727269 : 4813
4917 : 57023040 : 4875
4997 : 57766220 : 4917
5035 : 58544265 : 4997
5072 : 59382548 : 5035
