BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
21 : 922335 : 0
93 : 1107143 : 21
121 : 2082452 : 93
155 : 2229182 : 121
247 : 3258877 : 155
280 : 3355222 : 247
305 : 4632948 : 280
366 : 4921463 : 305
410 : 5303196 : 366
488 : 5540850 : 410
548 : 5780336 : 488
534 : 5781524 : 488
589 : 7943172 : 534
622 : 8368869 : 589
656 : 9048070 : 622
719 : 9432621 : 656
787 : 9551129 : 719
816 : 9755314 : 787
891 : 10505620 : 816
904 : 11224710 : 891
984 : 13746159 : 904
1030 : 14879336 : 984
1065 : 15011926 : 1030
1151 : 15534622 : 1065
1175 : 16255367 : 1151
1216 : 17016274 : 1175
1258 : 17298016 : 1216
1330 : 18714268 : 1258
1379 : 19139341 : 1330
1414 : 20781104 : 1379
1475 : 22478982 : 1414
1523 : 22589242 : 1475
1573 : 23062542 : 1523
1651 : 23080539 : 1573
1656 : 23159424 : 1651
1710 : 23702957 : 1656
1762 : 24222417 : 1710
1810 : 24412882 : 1762
1888 : 24469060 : 1810
1905 : 24560650 : 1888
1978 : 25096034 : 1905
2021 : 26243250 : 1978
2074 : 26438972 : 2021
2136 : 26755543 : 2074
2198 : 27538332 : 2136
2222 : 27782647 : 2198
2252 : 29231712 : 2222
2330 : 29395341 : 2252
2362 : 29455741 : 2330
2440 : 29662172 : 2362
2486 : 30105163 : 2440
2544 : 31169142 : 2486
2592 : 31411502 : 2544
2632 : 31475849 : 2592
2664 : 32713476 : 2632
2724 : 33287798 : 2664
2795 : 33632678 : 2724
2838 : 34870041 : 2795
2899 : 34886360 : 2838
2894 : 35186154 : 2838
2938 : 36328271 : 2894
3001 : 37334721 : 2938
3048 : 37810123 : 3001
3074 : 38439523 : 3048
3141 : 38513892 : 3074
3156 : 38660256 : 3141
3230 : 38864573 : 3156
3268 : 39727280 : 3230
3322 : 40121114 : 3268
3352 : 40477537 : 3322
3417 : 40694683 : 3352
3497 : 41849376 : 3417
3511 : 41945575 : 3497
3563 : 43733117 : 3511
3641 : 44320559 : 3563
3687 : 45027352 : 3641
3730 : 45065375 : 3687
3786 : 45669274 : 3730
3846 : 45819739 : 3786
3886 : 46454997 : 3846
3945 : 46473025 : 3886
3963 : 46629111 : 3945
4028 : 46741721 : 3963
4055 : 46846610 : 4028
4141 : 47831659 : 4055
4197 : 48215827 : 4141
4231 : 48672163 : 4197
4266 : 49444396 : 4231
4316 : 49732171 : 4266
4355 : 49944957 : 4316
4411 : 50672034 : 4355
4500 : 50814600 : 4411
4531 : 52493227 : 4500
4580 : 53969849 : 4531
4605 : 54961930 : 4580
4669 : 55250184 : 4605
4726 : 55595554 : 4669
4797 : 55910211 : 4726
4813 : 56276268 : 4797
4875 : 56726833 : 4813
4917 : 57023285 : 4875
4997 : 57766453 : 4917
5035 : 58544507 : 4997
5072 : 59382772 : 5035
