BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
21 : 922153 : 0
93 : 1106958 : 21
121 : 2082270 : 93
155 : 2229000 : 121
247 : 3259185 : 155
280 : 3355040 : 247
305 : 4632764 : 280
366 : 4921280 : 305
410 : 5303013 : 366
488 : 5540668 : 410
548 : 5780644 : 488
534 : 5781341 : 488
589 : 7942990 : 534
622 : 8368687 : 589
656 : 9047888 : 622
719 : 9432439 : 656
787 : 9550947 : 719
816 : 9755132 : 787
891 : 10505438 : 816
904 : 11224526 : 891
984 : 13745976 : 904
1030 : 14879154 : 984
1065 : 15011744 : 1030
1151 : 15534440 : 1065
1175 : 16255185 : 1151
1216 : 17016090 : 1175
1258 : 17297834 : 1216
1330 : 18714086 : 1258
1379 : 19139157 : 1330
1414 : 20780922 : 1379
1475 : 22478800 : 1414
1523 : 22589058 : 1475
1573 : 23062360 : 1523
1651 : 23080727 : 1573
1656 : 23159484 : 1651
1710 : 23702774 : 1656
1762 : 24222233 : 1710
1810 : 24412700 : 1762
1888 : 24468877 : 1810
1905 : 24560468 : 1888
1978 : 25095852 : 1905
2021 : 26243068 : 1978
2074 : 26438790 : 2021
2136 : 26755361 : 2074
2198 : 27538150 : 2136
2222 : 27782464 : 2198
2252 : 29231528 : 2222
2330 : 29395159 : 2252
2362 : 29455558 : 2330
2440 : 29662480 : 2362
2486 : 30104981 : 2440
2544 : 31168958 : 2486
2592 : 31411320 : 2544
2632 : 31475665 : 2592
2664 : 32713294 : 2632
2724 : 33287616 : 2664
2795 : 33632775 : 2724
2838 : 34869859 : 2795
2894 : 35185972 : 2838
2938 : 36328089 : 2894
3001 : 37334877 : 2938
3048 : 37809941 : 3001
3074 : 38439340 : 3048
3141 : 38513710 : 3074
3156 : 38660074 : 3141
3230 : 38864391 : 3156
3268 : 39727098 : 3230
3322 : 40120932 : 3268
3352 : 40477355 : 3322
3417 : 40694500 : 3352
3497 : 41849684 : 3417
3511 : 41945393 : 3497
3563 : 43732935 : 3511
3641 : 44320377 : 3563
3687 : 45027170 : 3641
3730 : 45065193 : 3687
3786 : 45669091 : 3730
3846 : 45819557 : 3786
3886 : 46454815 : 3846
3945 : 46472843 : 3886
3963 : 46628928 : 3945
4028 : 46741539 : 3963
4055 : 46846428 : 4028
4141 : 47831477 : 4055
4197 : 48216136 : 4141
4231 : 48671981 : 4197
4266 : 49444214 : 4231
4316 : 49731987 : 4266
4355 : 49944775 : 4316
4411 : 50671850 : 4355
4500 : 50814418 : 4411
4531 : 52493045 : 4500
4580 : 53969665 : 4531
4605 : 54961748 : 4580
4669 : 55250001 : 4605
4726 : 55595371 : 4669
4797 : 55910519 : 4726
4813 : 56276084 : 4797
4875 : 56726903 : 4813
4917 : 57023103 : 4875
4997 : 57766268 : 4917
5035 : 58544325 : 4997
5072 : 59382590 : 5035
