BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
21 : 921145 : 0
93 : 1105955 : 21
121 : 2081214 : 93
155 : 2228005 : 121
247 : 3260746 : 155
280 : 3354085 : 247
305 : 4631776 : 280
366 : 4919741 : 305
410 : 5301986 : 366
488 : 5539813 : 410
534 : 5780791 : 488
548 : 5782109 : 488
589 : 7941956 : 534
622 : 8367724 : 589
656 : 9046790 : 622
719 : 9431382 : 656
787 : 9550812 : 719
816 : 9756437 : 787
891 : 10504396 : 816
904 : 11223508 : 891
984 : 13744378 : 904
1030 : 14880362 : 984
1065 : 15011662 : 1030
1151 : 15533455 : 1065
1175 : 16254183 : 1151
1216 : 17014582 : 1175
1258 : 17296837 : 1216
1330 : 18713064 : 1258
1379 : 19138205 : 1330
1414 : 20779937 : 1379
1475 : 22477744 : 1414
1523 : 22588074 : 1475
1573 : 23061344 : 1523
1651 : 23082169 : 1573
1656 : 23160966 : 1651
1710 : 23704057 : 1656
1762 : 24222319 : 1710
1810 : 24413802 : 1762
1888 : 24467859 : 1810
1905 : 24559395 : 1888
1978 : 25094839 : 1905
2021 : 26242059 : 1978
2074 : 26437778 : 2021
2136 : 26755322 : 2074
2198 : 27537123 : 2136
2222 : 27781435 : 2198
2252 : 29230473 : 2222
2330 : 29394559 : 2252
2362 : 29454519 : 2330
2440 : 29664016 : 2362
2486 : 30104020 : 2440
2544 : 31170247 : 2486
2592 : 31410293 : 2544
2632 : 31474966 : 2592
2664 : 32713758 : 2632
2724 : 33286079 : 2664
2795 : 33634281 : 2724
2838 : 34868835 : 2795
2894 : 35187252 : 2838
2938 : 36327081 : 2894
3001 : 37336336 : 2938
3048 : 37808930 : 3001
3074 : 38438249 : 3048
3141 : 38514177 : 3074
3156 : 38660323 : 3141
3230 : 38863376 : 3156
3268 : 39726091 : 3230
3322 : 40119905 : 3268
3352 : 40476334 : 3322
3417 : 40693503 : 3352
3497 : 41851133 : 3417
3511 : 41945880 : 3497
3563 : 43732394 : 3511
3641 : 44319344 : 3563
3687 : 45027034 : 3641
3730 : 45064197 : 3687
3786 : 45669065 : 3730
3846 : 45818585 : 3786
3886 : 46454802 : 3846
3945 : 46471837 : 3886
3963 : 46627929 : 3945
4028 : 46740461 : 3963
4055 : 46845357 : 4028
4141 : 47830467 : 4055
4197 : 48217609 : 4141
4231 : 48670917 : 4197
4266 : 49443207 : 4231
4316 : 49730449 : 4266
4355 : 49944121 : 4316
4411 : 50672091 : 4355
4500 : 50813430 : 4411
4531 : 52492007 : 4500
4580 : 53968608 : 4531
4605 : 54960700 : 4580
4669 : 55248984 : 4605
4726 : 55594371 : 4669
4797 : 55911996 : 4726
4813 : 56276128 : 4797
4875 : 56728469 : 4813
4917 : 57022943 : 4875
4997 : 57765187 : 4917
5035 : 58543764 : 4997
5072 : 59381614 : 5035
