BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
21 : 921509 : 0
93 : 1106333 : 21
121 : 2081571 : 93
155 : 2228367 : 121
247 : 3259903 : 155
280 : 3354421 : 247
305 : 4632129 : 280
366 : 4920638 : 305
410 : 5302373 : 366
488 : 5540017 : 410
534 : 5780698 : 488
548 : 5781360 : 488
589 : 7942341 : 534
622 : 8368051 : 589
656 : 9047173 : 622
719 : 9431728 : 656
787 : 9550313 : 719
816 : 9755682 : 787
891 : 10504788 : 816
904 : 11223896 : 891
984 : 13745322 : 904
1030 : 14879627 : 984
1065 : 15011057 : 1030
1151 : 15533806 : 1065
1175 : 16254549 : 1151
1216 : 17015455 : 1175
1258 : 17297206 : 1216
1330 : 18713431 : 1258
1379 : 19138541 : 1330
1414 : 20780300 : 1379
1475 : 22478130 : 1414
1523 : 22588442 : 1475
1573 : 23061731 : 1523
1651 : 23081427 : 1573
1656 : 23160223 : 1651
1710 : 23703305 : 1656
1762 : 24221620 : 1710
1810 : 24412992 : 1762
1888 : 24468243 : 1810
1905 : 24559772 : 1888
1978 : 25095224 : 1905
2021 : 26242430 : 1978
2074 : 26438163 : 2021
2136 : 26754704 : 2074
2198 : 27537510 : 2136
2222 : 27781813 : 2198
2252 : 29230832 : 2222
2330 : 29394473 : 2252
2362 : 29454883 : 2330
2440 : 29663166 : 2362
2486 : 30104349 : 2440
2544 : 31169513 : 2486
2592 : 31410669 : 2544
2632 : 31475042 : 2592
2664 : 32713018 : 2632
2724 : 33286967 : 2664
2795 : 33633506 : 2724
2838 : 34869185 : 2795
2894 : 35186501 : 2838
2938 : 36327465 : 2894
3001 : 37335571 : 2938
3048 : 37809307 : 3001
3074 : 38438637 : 3048
3141 : 38513463 : 3074
3156 : 38659410 : 3141
3230 : 38863759 : 3156
3268 : 39726431 : 3230
3322 : 40120290 : 3268
3352 : 40476713 : 3322
3417 : 40693857 : 3352
3497 : 41850439 : 3417
3511 : 41945114 : 3497
3563 : 43732305 : 3511
3641 : 44319732 : 3563
3687 : 45026540 : 3641
3730 : 45064567 : 3687
3786 : 45668445 : 3730
3846 : 45818897 : 3786
3886 : 46454192 : 3846
3945 : 46472217 : 3886
3963 : 46628308 : 3945
4028 : 46740836 : 3963
4055 : 46845727 : 4028
4141 : 47830858 : 4055
4197 : 48216839 : 4141
4231 : 48671284 : 4197
4266 : 49443575 : 4231
4316 : 49731353 : 4266
4355 : 49944146 : 4316
4411 : 50671183 : 4355
4500 : 50813793 : 4411
4531 : 52492383 : 4500
4580 : 53968982 : 4531
4605 : 54961084 : 4580
4669 : 55249352 : 4605
4726 : 55594754 : 4669
4797 : 55911225 : 4726
4813 : 56275436 : 4797
4875 : 56727607 : 4813
4917 : 57022425 : 4875
4997 : 57765540 : 4917
5035 : 58543677 : 4997
5072 : 59381965 : 5035
