BlockID : Time: Parent BlockID 
---------------------------------
0 : 0 : -1
21 : 921957 : 0
93 : 1104763 : 21
121 : 2080874 : 93
155 : 2228090 : 121
247 : 3261657 : 155
280 : 3353727 : 247
305 : 4631927 : 280
366 : 4921120 : 305
410 : 5302179 : 366
488 : 5538509 : 410
534 : 5782097 : 488
548 : 5783026 : 488
589 : 7940818 : 534
622 : 8367174 : 589
656 : 9046032 : 622
719 : 9430091 : 656
787 : 9551765 : 719
816 : 9757316 : 787
891 : 10503141 : 816
904 : 11222345 : 891
984 : 13745770 : 904
1030 : 14881239 : 984
1065 : 15012533 : 1030
1151 : 15532244 : 1065
1175 : 16254356 : 1151
1216 : 17015924 : 1175
1258 : 17296905 : 1216
1330 : 18711949 : 1258
1379 : 19138859 : 1330
1414 : 20779549 : 1379
1475 : 22476561 : 1414
1523 : 22588228 : 1475
1573 : 23060228 : 1523
1651 : 23083036 : 1573
1656 : 23161842 : 1651
1710 : 23705025 : 1656
1762 : 24223256 : 1710
1810 : 24414581 : 1762
1888 : 24466605 : 1810
1905 : 24558239 : 1888
1978 : 25095063 : 1905
2021 : 26240779 : 1978
2074 : 26436618 : 2021
2136 : 26756249 : 2074
2198 : 27535973 : 2136
2222 : 27780910 : 2198
2252 : 29230021 : 2222
2330 : 29395885 : 2252
2362 : 29455340 : 2330
2440 : 29664823 : 2362
2486 : 30102705 : 2440
2544 : 31171200 : 2486
2592 : 31409166 : 2544
2632 : 31475855 : 2592
2664 : 32714623 : 2632
2724 : 33287430 : 2664
2795 : 33635220 : 2724
2838 : 34867637 : 2795
2894 : 35188151 : 2838
2938 : 36325913 : 2894
3001 : 37337275 : 2938
3048 : 37807735 : 3001
3074 : 38437805 : 3048
3141 : 38515123 : 3074
3156 : 38661229 : 3141
3230 : 38862992 : 3156
3268 : 39724951 : 3230
3322 : 40119367 : 3268
3352 : 40475832 : 3322
3417 : 40692210 : 3352
3497 : 41852010 : 3417
3511 : 41946813 : 3497
3563 : 43733772 : 3511
3641 : 44318215 : 3563
3687 : 45027910 : 3641
3730 : 45063675 : 3687
3786 : 45669977 : 3730
3846 : 45817360 : 3786
3886 : 46455745 : 3846
3945 : 46470705 : 3886
3963 : 46626739 : 3945
4028 : 46740632 : 3963
4055 : 46845730 : 4028
4141 : 47829303 : 4055
4197 : 48218500 : 4141
4231 : 48670393 : 4197
4266 : 49443365 : 4231
4316 : 49731851 : 4266
4355 : 49945003 : 4316
4411 : 50672979 : 4355
4500 : 50812139 : 4411
4531 : 52492853 : 4500
4580 : 53967391 : 4531
4605 : 54959541 : 4580
4669 : 55248613 : 4605
4726 : 55593242 : 4669
4797 : 55912826 : 4726
4813 : 56276994 : 4797
4875 : 56729339 : 4813
4917 : 57023826 : 4875
4997 : 57763984 : 4917
5035 : 58545114 : 4997
5072 : 59381875 : 5035
